# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.8529877485286896,4.55,0.0007055318983715059,0,3.0,0.00121788197704743,180.0,0.0,0.0
 0.11547072282869655,1.8729879802730458,4.550000246279946,0.0007055318983715059,0.3464121684860897,3.0000000000000004,0.00121788197704743,180.0,0.02916354306267379,0.0
 0.16336040134734617,1.893017679606241,4.550000981163479,0.002102164600107748,0.49008120404203853,3.0,0.0011979181367101095,180.0,0.03739765427382755,0.0
 0.2001469722074209,1.913075964202436,4.550002198716144,0.003477896059052482,0.6004409166222627,3.000000000000001,0.0011782971621318147,180.0,0.04365035297097684,0.0
 0.23119141179335803,1.9331619517357899,4.550003893003483,0.004832996804764804,0.6935742353800741,2.999999999999999,0.0011590123868620648,180.0,0.048752507849356995,0.0
 0.25856915463335856,1.9532747598804625,4.550006058091039,0.006167730427469606,0.7757074639000756,2.999999999999997,0.0011400571760771347,180.0,0.05306276388736379,0.0
 0.28334402904548195,1.9734135063106133,4.550008688044358,0.0074823537387392015,0.8500320871364457,2.999999999999998,0.0011214097910028716,180.0,0.05677888060335417,0.0
 0.3061476341244222,1.993577308700402,4.550011776928981,0.00877711690884239,0.9184429023732665,3.000000000000002,0.0011030752923518845,180.0,0.060024964437902895,1.3378947097436667e-12
 0.32739124113132145,2.013765284723988,4.550015318810454,0.010052263663964302,0.9821737233939644,3.0000000000000027,0.0010850345171323356,180.00000000000003,0.06288555883762899,-1.4232847884396088e-12
 0.34736033632664326,2.033976552055532,4.550019307754317,0.011308031374803927,1.0420810089799297,2.9999999999999973,0.0010672802003902791,180.0,0.06542165072889525,0.0
 0.3662626395344107,2.0542102283691923,4.550023737826115,0.012544651253234163,1.098787918603232,3.0000000000000058,0.0010498113869434652,180.0,0.06767913087692812,0.0
 0.38425485052876146,2.074465431339129,4.550028603091394,0.013762348455886135,1.1527645515862845,3.000000000000006,0.0010326080089534584,180.0,0.06969367251736394,0.0
 0.4014586182277151,2.0947412786395017,4.550033897615694,0.014961342207961813,1.2043758546831456,3.000000000000003,0.0010156753996021642,180.0,0.07149373263502043,0.0
 0.417970607686209,2.1150368879444703,4.550039615464559,0.01614184596757965,1.2539118230586273,3.0000000000000067,0.0009989929385426223,180.0,0.07310248765903171,1.787695011239744e-12
 0.43386913022596474,2.135351376928194,4.550045750703535,0.017304067515338983,1.3016073906778944,2.999999999999993,0.0009825593373923055,180.00000000000003,0.07453914272034333,-1.851632639892371e-12
 0.44921867031187296,2.155683863264833,4.550052297398162,0.018448209074494126,1.347656010935619,2.9999999999999964,0.0009663666984070497,180.0,0.07581984472121478,0.0
 0.4640730712480798,2.1760334646285466,4.550059249613986,0.019574467446903995,1.3922192137442395,3.0,0.0009504069534255932,180.0,0.07695833351011963,0.0
 0.4784778354868969,2.196399298693495,4.550066601416549,0.020683034097329526,1.435433506460691,3.0000000000000075,0.0009346753540815963,180.0,0.07796642539840297,0.0
 0.49247182287614644,2.2167804831338365,4.550074346871395,0.021774095271139642,1.4774154686284398,3.000000000000012,0.0009191600176164796,180.0,0.078854373548882,-2.087267611859172e-12
 0.5060885288840015,2.2371761356237316,4.550082480044068,0.02284783209318835,1.518265586652005,3.000000000000008,0.0009038594673987339,179.99999999999997,0.0796311446039878,2.1420383611845743e-12
 0.5193570631667799,2.2575853738373404,4.550090995000112,0.02390442066534325,1.5580711895003403,3.0000000000000084,0.0008887650574702692,180.0,0.08030463368379824,0.0
 0.5323029100920172,2.2780073154488214,4.550099885805069,0.02494403216040096,1.5969087302760525,3.0000000000000084,0.0008738678692330981,180.0,0.08088183380247299,0.0
 0.5449485277960784,2.2984410781323357,4.550109146524482,0.02596683290987044,1.6348455833882358,2.999999999999991,0.0008591662502161142,180.0,0.08136897220870923,0.0
 0.5573138257845233,2.3188857795620414,4.550118771223896,0.02697298449824462,1.6719414773535706,3.000000000000009,0.0008446471626479243,180.0,0.0817716192326242,2.3483729138461905e-12
 0.5694165498718381,2.3393405374120992,4.550128753968854,0.02796264384399004,1.708249649615515,3.0,0.0008303125965184959,180.00000000000003,0.08209477632172317,-2.397233468106731e-12
 0.581272595521347,2.359804469356668,4.550139088824899,0.028935963259646615,1.7438177865640418,3.0,0.0008161490434232452,180.0,0.0823429551002126,-2.445158042487936e-12
 0.5928962652132599,2.3802766930699084,4.550149769857575,0.029893090571187497,1.7786887956397803,2.9999999999999902,0.0008021584698193098,179.99999999999997,0.08252023173500374,0.0
 0.6043004815914079,2.400756326225979,4.550160791132426,0.030834169149468398,1.8129014447742244,3.0,0.0007883268142333596,179.99999999999997,0.08263030365825591,5.076899157122626e-12
 0.6154969653311055,2.4212424864990396,4.550172146714995,0.031759338000784336,1.8464908959933173,3.0,0.0007746559612745537,180.00000000000003,0.08267653167951833,-2.5839281794294104e-12
 0.6264963846093458,2.4417342915632503,4.550183830670824,0.03266873183719807,1.879489153828038,3.00000000000001,0.0007611354386054124,180.0,0.0826619760666216,0.0
 0.6373084815267619,2.462230859092771,4.550195837065458,0.03356248113381551,1.9119254445802865,3.0,0.0007477628900751537,180.0,0.0825894290928273,0.0
 0.6479421796794222,2.4827313067617607,4.55020815996444,0.034440712193389185,1.9438265390382676,3.0000000000000107,0.0007345316278307479,180.0,0.08246144225860501,0.0
