# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.8630326683730312,0.8382383110920074,-0.0004636647774778963,0,3.0,-0.0007969600911889903,180.0,0.0,0.0
 0.11550387836088309,1.8830443872469844,0.8382381491476328,-0.0004636647774778963,0.3465116350826493,3.0000000000000004,-0.0007969600911889903,180.0,-0.019081966538271843,0.0
 0.16345388084594978,1.9031084251119705,0.8382376663688289,-0.0013786451204079904,0.49036164253784936,2.9999999999999996,-0.0007795386609455963,180.0,-0.02434043530372246,0.0
 0.2003181586143237,1.9232237153566478,0.8382368673370748,-0.00227593768844755,0.6009544758429711,3.0,-0.0007624904368691728,180.0,-0.028259339070234864,0.0
 0.23145413231648443,1.9433891913696744,0.8382357566338502,-0.003155819726578826,0.6943623969494533,3.000000000000001,-0.0007457952997122491,180.0,-0.031394050026886784,0.0
 0.2589351505291352,1.9636037865397082,0.8382343388406345,-0.00401856018713657,0.7768054515874057,3.000000000000002,-0.0007294462748828051,180.0,-0.03398601828666962,0.0
 0.2838236143077191,1.9838664342554078,0.838232618538907,-0.004864419972242637,0.8514708429231573,3.0,-0.0007134365311706854,180.0,-0.036169241944982305,0.0
 0.3067500609164265,2.004176067905431,0.8382306003101474,-0.005693652166571694,0.9202501827492796,3.000000000000002,-0.0006977404362225782,180.0,-0.03802831072313058,1.3296788628614929e-12
 0.3281249283556516,2.024531620878435,0.8382282887358349,-0.006506502267216273,0.9843747850669551,3.0000000000000053,-0.0006823601209201621,180.00000000000003,-0.0396211620271932,-1.4134460858848628e-12
 0.34823302424571245,2.044932026563079,0.838225688397449,-0.0073032083925347125,1.0446990727371375,2.9999999999999916,-0.0006672788389291859,180.0,-0.040989793517877515,0.0
 0.36728150035216506,2.0653762183480207,0.8382228038764694,-0.008084001494968428,1.1018445010564952,2.999999999999997,-0.0006524891884405108,180.0,-0.042165946011293254,0.0
 0.3854265708446918,2.0858631296219188,0.8382196397543753,-0.008849105557727421,1.1562797125340754,2.999999999999997,-0.0006379787274428301,180.0,-0.04317438819489429,0.0
 0.40278946254773323,2.10639169377343,0.8382162006126462,-0.00959873778430044,1.2083683876431996,2.999999999999997,-0.0006237449167006063,180.0,-0.044034942223645554,0.0
 0.41946646863329157,2.1269608441912133,0.8382124910327615,-0.010333108783741387,1.2583994058998746,3.0,-0.0006097646476453121,180.0,-0.044763797572846174,1.7687181371331962e-12
 0.4355355690929448,2.147569514263927,0.8382085155962007,-0.011052422743895033,1.3066067072788343,3.0000000000000036,-0.0005960348912277143,180.00000000000003,-0.045374399727821736,-1.830660958432502e-12
 0.45106095040371463,2.1682166373802287,0.8382042788844434,-0.011756877601416757,1.353182851211144,3.0,-0.0005825582462566219,180.0,-0.04587807173585848,0.0
 0.4660961857136819,2.1889011469287767,0.8381997854789687,-0.012446665205532947,1.3982885571410455,2.999999999999989,-0.0005693159490962273,180.0,-0.04628446108551341,0.0
 0.4806865308550051,2.2096219762982288,0.8381950399612563,-0.013121971467450732,1.4420595925650153,3.000000000000004,-0.0005562994829845576,180.0,-0.04660187059523168,0.0
 0.4948706191842491,2.2303780588772426,0.8381900469127856,-0.013782976516281497,1.4846118575527474,3.000000000000008,-0.0005434944163656329,180.0,-0.04683750629614833,-2.05788623897411e-12
 0.5086817370643962,2.2511683280544776,0.838184810915036,-0.014429854836949734,1.5260452111931886,2.999999999999992,-0.0005309088511601367,179.99999999999997,-0.04699766875828095,2.110460844675459e-12
 0.5221488001952332,2.271991717218591,0.8381793365494872,-0.01506277540911967,1.5664464005856997,3.0000000000000084,-0.0005185223277657431,180.0,-0.04708790198658825,0.0
 0.5352971122898608,2.2928471597582414,0.8381736283976182,-0.015681901840320565,1.6058913368695822,2.9999999999999916,-0.0005063433261880861,180.0,-0.047113110844881366,0.0
 0.5481489625923123,2.313733589062086,0.8381676910409088,-0.016287392488181784,1.6444468877769367,3.0,-0.000494338332151634,180.0,-0.04707765614368641,0.0
 0.5607241021815169,2.334649938518783,0.8381615290608383,-0.016879400585721217,1.6821723065445509,3.0000000000000178,-0.00048252795045647645,180.0,-0.04698543065985869,2.3077013873520978e-12
 0.5730401278103855,2.355595141516991,0.8381551470388862,-0.017458074353911463,1.7191203834311566,3.0,-0.00047089643304771195,180.00000000000003,-0.046839922343813435,-2.3542197115499575e-12
 0.5851127943040714,2.376568131445368,0.8381485495565318,-0.01802355711495847,1.7553383829122142,3.0,-0.00045942706457023966,180.0,-0.04664426600185214,-2.399777521416973e-12
 0.5969562711167145,2.397567841692572,0.8381417411952548,-0.01857598739779416,1.7908688133501434,2.9999999999999907,-0.0004481220761332217,179.99999999999997,-0.04640128664891611,0.0
 0.6085833547746721,2.4185932056472605,0.8381347265365345,-0.019115499039497982,1.825750064324016,2.9999999999999902,-0.0004369842387697538,179.99999999999997,-0.04611353620117191,4.9765337872097555e-12
 0.6200056461307364,2.439643156698093,0.8381275101618504,-0.019642221285446185,1.860016938392209,2.9999999999999902,-0.0004259890138661877,180.00000000000003,-0.04578332376553797,-2.5313123309729615e-12
 0.6312336992961392,2.460716628233726,0.8381200966526818,-0.020156278878774494,1.8937010978884172,3.0,-0.00041513849047721316,180.0,-0.045412742519783854,0.0
 0.642277147588119,2.4818125536428193,0.8381124905905084,-0.020657792152588724,1.926831442764357,3.0,-0.00040442798485158614,180.0,-0.04500369198565738,0.0
